<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140403,051600,1882.6100000,1882.7500000,1882.6100000,1882.7500000
SANDP-FUT,1,20140403,051700,1882.7600000,1882.8000000,1882.7600000,1882.8000000
SANDP-FUT,1,20140403,052000,1882.9000000,1882.9000000,1882.9000000,1882.9000000
SANDP-FUT,1,20140403,052200,1882.9000000,1882.9000000,1882.9000000,1882.9000000
SANDP-FUT,1,20140403,052300,1882.9500000,1882.9800000,1882.9500000,1882.9800000
SANDP-FUT,1,20140403,052400,1882.9900000,1883.0000000,1882.9900000,1883.0000000
SANDP-FUT,1,20140403,053300,1882.9900000,1882.9900000,1882.9700000,1882.9700000
SANDP-FUT,1,20140403,053400,1882.9600000,1882.9600000,1882.9000000,1882.9000000
SANDP-FUT,1,20140403,055000,1882.8000000,1882.8000000,1882.6400000,1882.6400000
SANDP-FUT,1,20140403,055100,1882.6300000,1882.6300000,1882.2900000,1882.2900000
SANDP-FUT,1,20140403,055200,1882.2700000,1882.3000000,1882.2400000,1882.3000000
SANDP-FUT,1,20140403,060000,1882.2200000,1882.2200000,1882.1100000,1882.1100000
SANDP-FUT,1,20140403,060100,1882.0900000,1882.0900000,1881.8000000,1881.8000000
SANDP-FUT,1,20140403,060400,1881.8200000,1882.0600000,1881.8200000,1882.0600000
SANDP-FUT,1,20140403,060500,1882.0700000,1882.1000000,1882.0700000,1882.1000000
SANDP-FUT,1,20140403,060800,1882.0900000,1882.0900000,1882.0900000,1882.0900000
SANDP-FUT,1,20140403,060900,1882.0900000,1882.0900000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,061900,1882.0500000,1882.1000000,1882.0500000,1882.1000000
SANDP-FUT,1,20140403,062500,1882.1700000,1882.2500000,1882.1700000,1882.2500000
SANDP-FUT,1,20140403,062600,1882.2800000,1882.6000000,1882.2800000,1882.6000000
SANDP-FUT,1,20140403,064600,1882.6500000,1882.7000000,1882.6500000,1882.7000000
SANDP-FUT,1,20140403,065200,1882.7200000,1882.7700000,1882.7200000,1882.7700000
SANDP-FUT,1,20140403,065300,1882.7800000,1882.8000000,1882.7100000,1882.7100000
SANDP-FUT,1,20140403,065400,1882.7000000,1882.7000000,1882.6000000,1882.6000000
SANDP-FUT,1,20140403,070100,1882.6000000,1882.6000000,1882.5300000,1882.5300000
SANDP-FUT,1,20140403,070200,1882.5200000,1882.5200000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,070400,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,070500,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,074200,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,080600,1882.4200000,1882.4200000,1882.2500000,1882.2500000
SANDP-FUT,1,20140403,080700,1882.2200000,1882.2200000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,090000,1882.0000000,1882.0000000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,091400,1882.0000000,1882.0000000,1882.0000000,1882.0000000
SANDP-FUT,1,20140403,091500,1881.9900000,1881.9900000,1881.8400000,1881.8400000
SANDP-FUT,1,20140403,091600,1881.8300000,1881.8300000,1881.8000000,1881.8000000
SANDP-FUT,1,20140403,091700,1881.6000000,1881.6000000,1881.6000000,1881.6000000
SANDP-FUT,1,20140403,091800,1881.5300000,1881.5300000,1881.4000000,1881.4000000
SANDP-FUT,1,20140403,093100,1881.5800000,1881.6500000,1881.5800000,1881.6500000
SANDP-FUT,1,20140403,093200,1881.6900000,1882.0400000,1881.6900000,1882.0000000
SANDP-FUT,1,20140403,094100,1882.0100000,1882.0600000,1882.0100000,1882.0600000
SANDP-FUT,1,20140403,094200,1882.0700000,1882.1000000,1882.0700000,1882.1000000
SANDP-FUT,1,20140403,095000,1882.0000000,1882.0000000,1881.9000000,1881.9000000
SANDP-FUT,1,20140403,095100,1881.8600000,1881.8600000,1881.7000000,1881.7000000
SANDP-FUT,1,20140403,095900,1881.6900000,1881.6900000,1881.6200000,1881.6200000
SANDP-FUT,1,20140403,100000,1881.6100000,1881.6100000,1881.6000000,1881.6000000
SANDP-FUT,1,20140403,102900,1881.8500000,1882.4000000,1881.8500000,1882.4000000
SANDP-FUT,1,20140403,103000,1882.4300000,1882.6000000,1882.4300000,1882.6000000
SANDP-FUT,1,20140403,104100,1882.6000000,1882.6000000,1882.6000000,1882.6000000
SANDP-FUT,1,20140403,105100,1882.5500000,1882.5500000,1882.4000000,1882.4000000
SANDP-FUT,1,20140403,110200,1882.3800000,1882.3800000,1882.2100000,1882.2100000
SANDP-FUT,1,20140403,110300,1882.2000000,1882.2000000,1881.8100000,1881.8100000
SANDP-FUT,1,20140403,110400,1881.8000000,1881.8000000,1881.8000000,1881.8000000
SANDP-FUT,1,20140403,111400,1881.8000000,1881.8300000,1881.8000000,1881.8300000
SANDP-FUT,1,20140403,111500,1881.8400000,1881.9000000,1881.8400000,1881.9000000
SANDP-FUT,1,20140403,111800,1881.9100000,1882.0200000,1881.9100000,1882.0200000
SANDP-FUT,1,20140403,111900,1882.0300000,1882.1000000,1882.0300000,1882.1000000
SANDP-FUT,1,20140403,112000,1882.1100000,1882.1800000,1882.1100000,1882.1800000
SANDP-FUT,1,20140403,112100,1882.1900000,1882.2000000,1882.1900000,1882.2000000
SANDP-FUT,1,20140403,112400,1882.2200000,1882.3700000,1882.2200000,1882.3700000
SANDP-FUT,1,20140403,112500,1882.3800000,1882.4000000,1882.3600000,1882.3600000
SANDP-FUT,1,20140403,112600,1882.3500000,1882.3500000,1882.3000000,1882.3000000
SANDP-FUT,1,20140403,113000,1882.3300000,1882.6000000,1882.3300000,1882.6000000
SANDP-FUT,1,20140403,114200,1882.4200000,1882.4200000,1882.2500000,1882.2500000
SANDP-FUT,1,20140403,114300,1882.2300000,1882.2300000,1882.0200000,1882.0400000
SANDP-FUT,1,20140403,114400,1882.0500000,1882.1000000,1882.0500000,1882.1000000
SANDP-FUT,1,20140403,115000,1882.1600000,1882.3000000,1882.1600000,1882.3000000
SANDP-FUT,1,20140403,115100,1882.3200000,1882.5000000,1882.3200000,1882.5000000
SANDP-FUT,1,20140403,115500,1882.5200000,1882.5400000,1882.5200000,1882.5400000
SANDP-FUT,1,20140403,115600,1882.5500000,1882.6000000,1882.5500000,1882.6000000
SANDP-FUT,1,20140403,120600,1882.6200000,1882.7500000,1882.6200000,1882.7500000
SANDP-FUT,1,20140403,120700,1882.7600000,1882.8000000,1882.7600000,1882.8000000
SANDP-FUT,1,20140403,121200,1882.8000000,1882.8500000,1882.8000000,1882.8500000
SANDP-FUT,1,20140403,121300,1882.8600000,1883.1700000,1882.8600000,1883.1700000
SANDP-FUT,1,20140403,121400,1883.1800000,1883.5000000,1883.1800000,1883.5000000
SANDP-FUT,1,20140403,121500,1883.5500000,1883.6500000,1883.5500000,1883.6300000
SANDP-FUT,1,20140403,121600,1883.6200000,1883.7300000,1883.6200000,1883.7300000
SANDP-FUT,1,20140403,121700,1883.7400000,1883.8000000,1883.7400000,1883.8000000
SANDP-FUT,1,20140403,121800,1883.7900000,1883.7900000,1883.7200000,1883.7400000
SANDP-FUT,1,20140403,121900,1883.7500000,1883.8000000,1883.7500000,1883.8000000
SANDP-FUT,1,20140403,122500,1883.8600000,1884.4700000,1883.8600000,1884.4700000
SANDP-FUT,1,20140403,122600,1884.5000000,1884.9900000,1884.5000000,1884.9900000
SANDP-FUT,1,20140403,122700,1885.0000000,1885.1000000,1885.0000000,1885.1000000
SANDP-FUT,1,20140403,122800,1885.0700000,1885.0700000,1884.9700000,1884.9700000
SANDP-FUT,1,20140403,122900,1884.9600000,1884.9600000,1884.8000000,1884.9000000
SANDP-FUT,1,20140403,123000,1884.9100000,1885.1000000,1884.9100000,1885.1000000
SANDP-FUT,1,20140403,123100,1885.0400000,1885.0400000,1884.7800000,1884.7800000
SANDP-FUT,1,20140403,123200,1884.7700000,1884.7700000,1884.3300000,1884.3300000
SANDP-FUT,1,20140403,123300,1884.3200000,1884.3200000,1884.0500000,1884.0500000
SANDP-FUT,1,20140403,123400,1884.0400000,1884.0400000,1883.9000000,1883.9000000
SANDP-FUT,1,20140403,123500,1883.9100000,1883.9600000,1883.9100000,1883.9600000
SANDP-FUT,1,20140403,123600,1883.9700000,1884.0000000,1883.9700000,1884.0000000
SANDP-FUT,1,20140403,124000,1884.0000000,1884.0500000,1884.0000000,1884.0500000
SANDP-FUT,1,20140403,124100,1884.0600000,1884.1000000,1884.0600000,1884.1000000
SANDP-FUT,1,20140403,124200,1884.1800000,1884.3100000,1884.1800000,1884.3100000
SANDP-FUT,1,20140403,124300,1884.3200000,1884.3300000,1884.3000000,1884.3000000
SANDP-FUT,1,20140403,124600,1884.1800000,1884.1800000,1883.9000000,1883.9000000
SANDP-FUT,1,20140403,124700,1883.8300000,1883.8300000,1883.6000000,1883.6000000
SANDP-FUT,1,20140403,130100,1883.6900000,1883.9700000,1883.6900000,1883.9700000
SANDP-FUT,1,20140403,130200,1884.0000000,1884.3000000,1884.0000000,1884.3000000
SANDP-FUT,1,20140403,131500,1884.2600000,1884.2600000,1884.0800000,1884.0800000
SANDP-FUT,1,20140403,131600,1884.0600000,1884.0600000,1883.9000000,1883.9000000
SANDP-FUT,1,20140403,132200,1883.8800000,1883.8800000,1883.6700000,1883.6700000
SANDP-FUT,1,20140403,132300,1883.6600000,1883.6600000,1883.5000000,1883.5000000
SANDP-FUT,1,20140403,133500,1883.5700000,1884.0700000,1883.5700000,1884.0700000
SANDP-FUT,1,20140403,133600,1884.0800000,1884.2000000,1884.0800000,1884.2000000
SANDP-FUT,1,20140403,134100,1884.1800000,1884.1800000,1884.1000000,1884.1000000
SANDP-FUT,1,20140403,134300,1884.0600000,1884.0600000,1883.8900000,1883.8900000
SANDP-FUT,1,20140403,134400,1883.8700000,1883.8700000,1883.7000000,1883.7000000
SANDP-FUT,1,20140403,134800,1883.7300000,1883.8700000,1883.7300000,1883.8700000
SANDP-FUT,1,20140403,134900,1883.8900000,1884.0000000,1883.8900000,1884.0000000
SANDP-FUT,1,20140403,135000,1884.0300000,1884.0600000,1884.0300000,1884.0600000
SANDP-FUT,1,20140403,135100,1884.0700000,1884.1000000,1884.0700000,1884.1000000
SANDP-FUT,1,20140403,135200,1884.3100000,1884.3100000,1884.3000000,1884.3100000
SANDP-FUT,1,20140403,135300,1884.3100000,1884.4700000,1884.3100000,1884.4700000
SANDP-FUT,1,20140403,135400,1884.4800000,1884.5000000,1884.4800000,1884.5000000
SANDP-FUT,1,20140403,135900,1884.5700000,1885.0200000,1884.5700000,1885.0200000
SANDP-FUT,1,20140403,140000,1885.0500000,1885.2000000,1885.0500000,1885.2000000
SANDP-FUT,1,20140403,142000,1885.1900000,1885.1900000,1885.0300000,1885.0300000
SANDP-FUT,1,20140403,142100,1885.0200000,1885.0200000,1885.0000000,1885.0000000
SANDP-FUT,1,20140403,142700,1885.0100000,1885.0200000,1885.0100000,1885.0200000
SANDP-FUT,1,20140403,142800,1885.0300000,1885.1800000,1885.0300000,1885.1800000
SANDP-FUT,1,20140403,142900,1885.1900000,1885.3000000,1885.1900000,1885.3000000
SANDP-FUT,1,20140403,143000,1885.2500000,1885.2500000,1885.1800000,1885.1800000
SANDP-FUT,1,20140403,143100,1885.1800000,1885.2000000,1885.1400000,1885.2000000
SANDP-FUT,1,20140403,143900,1885.0800000,1885.0800000,1885.0000000,1885.0000000
SANDP-FUT,1,20140403,144700,1885.2000000,1885.8300000,1885.2000000,1885.8300000
SANDP-FUT,1,20140403,144800,1885.8800000,1886.0000000,1885.8800000,1886.0000000
SANDP-FUT,1,20140403,145700,1885.9600000,1885.9600000,1885.9300000,1885.9300000
SANDP-FUT,1,20140403,145800,1885.8900000,1885.8900000,1885.4000000,1885.4000000
SANDP-FUT,1,20140403,150000,1885.3700000,1885.3700000,1885.2600000,1885.2600000
SANDP-FUT,1,20140403,150100,1885.2500000,1885.2500000,1885.1000000,1885.1000000
SANDP-FUT,1,20140403,151800,1885.0700000,1885.0700000,1885.0200000,1885.0200000
SANDP-FUT,1,20140403,151900,1885.0100000,1885.0100000,1884.8000000,1884.8000000
SANDP-FUT,1,20140403,153100,1884.7900000,1884.7900000,1884.7400000,1884.7400000
SANDP-FUT,1,20140403,153200,1884.7300000,1884.7600000,1884.7200000,1884.7200000
SANDP-FUT,1,20140403,153300,1884.7300000,1884.7800000,1884.6600000,1884.7800000
SANDP-FUT,1,20140403,153400,1884.7900000,1884.8000000,1884.6600000,1884.6600000
SANDP-FUT,1,20140403,153500,1884.6500000,1884.6500000,1884.6000000,1884.6000000
SANDP-FUT,1,20140403,154200,1884.6400000,1884.9100000,1884.6400000,1884.9100000
SANDP-FUT,1,20140403,154300,1884.9300000,1885.0000000,1884.9300000,1885.0000000
SANDP-FUT,1,20140403,154500,1884.9500000,1884.9500000,1884.5400000,1884.5400000
SANDP-FUT,1,20140403,154600,1884.5300000,1884.5300000,1883.6700000,1883.6700000
SANDP-FUT,1,20140403,154700,1883.6500000,1883.7000000,1883.6000000,1883.7000000
SANDP-FUT,1,20140403,154800,1883.7100000,1883.8000000,1883.7100000,1883.8000000
SANDP-FUT,1,20140403,160000,1883.7800000,1883.7800000,1883.5600000,1883.5600000
SANDP-FUT,1,20140403,160100,1883.5400000,1883.5400000,1883.5000000,1883.5000000
SANDP-FUT,1,20140403,160600,1883.4100000,1883.4100000,1883.3200000,1883.3200000
SANDP-FUT,1,20140403,160700,1883.3100000,1883.3100000,1883.0200000,1883.0200000
SANDP-FUT,1,20140403,160800,1883.0100000,1883.0100000,1882.3700000,1882.3700000
SANDP-FUT,1,20140403,160900,1882.3600000,1882.3600000,1882.1200000,1882.1400000
SANDP-FUT,1,20140403,161000,1882.1500000,1882.2000000,1882.1500000,1882.2000000
SANDP-FUT,1,20140403,161500,1882.2200000,1882.5600000,1882.2200000,1882.5600000
SANDP-FUT,1,20140403,161600,1882.6000000,1882.7000000,1882.6000000,1882.7000000
SANDP-FUT,1,20140403,162000,1882.7100000,1882.8000000,1882.7100000,1882.8000000
SANDP-FUT,1,20140403,162100,1882.7900000,1882.7900000,1882.7200000,1882.7200000
SANDP-FUT,1,20140403,162200,1882.7100000,1882.7100000,1882.6000000,1882.6000000
SANDP-FUT,1,20140403,162300,1882.5900000,1882.5900000,1882.4200000,1882.4200000
SANDP-FUT,1,20140403,162400,1882.4000000,1882.4000000,1882.4000000,1882.4000000
SANDP-FUT,1,20140403,162900,1882.4900000,1882.8900000,1882.4900000,1882.8900000
SANDP-FUT,1,20140403,163000,1882.9200000,1883.7000000,1882.9200000,1883.7000000
SANDP-FUT,1,20140403,163100,1883.6700000,1883.6700000,1882.8500000,1882.8500000
SANDP-FUT,1,20140403,163200,1882.8200000,1882.8800000,1882.7000000,1882.8800000
SANDP-FUT,1,20140403,163300,1882.8900000,1882.9000000,1882.4500000,1882.4500000
SANDP-FUT,1,20140403,163400,1882.4100000,1882.8800000,1882.1700000,1882.8800000
SANDP-FUT,1,20140403,163500,1882.8900000,1883.1900000,1882.8600000,1882.9000000
SANDP-FUT,1,20140403,163800,1883.0200000,1884.4200000,1883.0200000,1884.4200000
SANDP-FUT,1,20140403,163900,1884.4600000,1884.5000000,1884.0700000,1884.0700000
SANDP-FUT,1,20140403,164000,1884.0500000,1884.0500000,1883.2600000,1883.2600000
SANDP-FUT,1,20140403,164100,1883.2300000,1883.2300000,1882.7900000,1882.8000000
SANDP-FUT,1,20140403,164400,1882.8600000,1882.9300000,1882.8600000,1882.9300000
SANDP-FUT,1,20140403,164500,1882.9400000,1883.7900000,1882.9400000,1883.7900000
SANDP-FUT,1,20140403,164600,1883.8200000,1884.3200000,1883.8200000,1884.3200000
SANDP-FUT,1,20140403,164700,1884.3300000,1884.3900000,1884.3300000,1884.3800000
SANDP-FUT,1,20140403,164800,1884.3700000,1884.3700000,1884.3000000,1884.3100000
SANDP-FUT,1,20140403,164900,1884.3200000,1884.4000000,1884.3200000,1884.4000000
SANDP-FUT,1,20140403,165300,1884.3500000,1884.3500000,1883.4400000,1883.4400000
SANDP-FUT,1,20140403,165400,1883.4300000,1883.4300000,1883.1000000,1883.1000000
SANDP-FUT,1,20140403,165500,1883.1400000,1883.2000000,1883.1400000,1883.2000000
SANDP-FUT,1,20140403,165700,1883.2000000,1883.2000000,1883.1400000,1883.1400000
SANDP-FUT,1,20140403,165800,1883.1300000,1883.1300000,1883.1000000,1883.1000000
SANDP-FUT,1,20140403,165900,1883.0700000,1883.0700000,1882.9600000,1882.9600000
SANDP-FUT,1,20140403,170000,1882.9500000,1882.9500000,1882.9000000,1882.9000000
SANDP-FUT,1,20140403,170300,1882.8800000,1882.8800000,1882.6200000,1882.6200000
SANDP-FUT,1,20140403,170400,1882.6100000,1882.6100000,1882.6000000,1882.6000000
SANDP-FUT,1,20140403,170900,1882.6400000,1883.2600000,1882.6400000,1883.2600000
SANDP-FUT,1,20140403,171000,1883.2700000,1883.5000000,1883.2700000,1883.5000000
SANDP-FUT,1,20140403,173000,1886.7000000,1886.7000000,1886.4000000,1886.4000000
SANDP-FUT,1,20140403,173100,1886.3400000,1886.7700000,1886.3400000,1886.7200000
SANDP-FUT,1,20140403,173200,1886.6100000,1886.6300000,1886.1000000,1886.3000000
SANDP-FUT,1,20140403,173300,1886.3400000,1886.4800000,1886.1000000,1886.1000000
SANDP-FUT,1,20140403,173400,1886.0200000,1886.0200000,1885.4600000,1885.4600000
SANDP-FUT,1,20140403,173500,1885.4700000,1885.4700000,1885.2300000,1885.3800000
SANDP-FUT,1,20140403,173600,1885.3000000,1885.3300000,1885.2500000,1885.3300000
SANDP-FUT,1,20140403,173700,1885.5000000,1886.0000000,1885.5000000,1886.0000000
SANDP-FUT,1,20140403,173800,1885.8800000,1885.8800000,1885.5000000,1885.5000000
SANDP-FUT,1,20140403,173900,1885.6000000,1885.9400000,1885.6000000,1885.9400000
SANDP-FUT,1,20140403,174000,1886.0500000,1886.0700000,1885.9000000,1885.9000000
SANDP-FUT,1,20140403,174100,1885.8000000,1886.2000000,1885.8000000,1886.2000000
SANDP-FUT,1,20140403,174200,1886.2800000,1886.5000000,1886.2800000,1886.5000000
SANDP-FUT,1,20140403,174300,1886.2400000,1886.2400000,1885.5800000,1885.5800000
SANDP-FUT,1,20140403,174400,1885.5300000,1885.5300000,1885.3700000,1885.5000000
SANDP-FUT,1,20140403,174500,1885.6000000,1885.7000000,1885.6000000,1885.7000000
SANDP-FUT,1,20140403,174700,1885.7600000,1886.1300000,1885.7600000,1886.1300000
SANDP-FUT,1,20140403,174800,1886.2200000,1886.3700000,1886.2200000,1886.3000000
SANDP-FUT,1,20140403,174900,1886.0800000,1886.0800000,1886.0400000,1886.0400000
SANDP-FUT,1,20140403,175000,1885.9800000,1885.9800000,1884.6300000,1884.6300000
SANDP-FUT,1,20140403,175100,1884.5400000,1884.5400000,1883.9500000,1883.9500000
SANDP-FUT,1,20140403,175200,1884.0200000,1884.3000000,1883.9700000,1884.3000000
SANDP-FUT,1,20140403,175400,1884.4700000,1884.4700000,1884.4700000,1884.4700000
SANDP-FUT,1,20140403,175500,1884.6000000,1885.1500000,1884.6000000,1885.1500000
SANDP-FUT,1,20140403,175600,1885.3000000,1885.8000000,1885.3000000,1885.8000000
SANDP-FUT,1,20140403,175900,1886.0000000,1886.0000000,1886.0000000,1886.0000000
SANDP-FUT,1,20140403,180100,1885.8600000,1885.8600000,1885.5000000,1885.5000000
SANDP-FUT,1,20140403,180200,1885.4000000,1886.2000000,1885.0000000,1886.2000000
SANDP-FUT,1,20140403,180300,1886.2500000,1886.2500000,1885.8300000,1885.8300000
SANDP-FUT,1,20140403,180400,1885.5000000,1885.5000000,1885.5000000,1885.5000000
SANDP-FUT,1,20140403,180600,1885.1400000,1885.1400000,1884.6000000,1884.6000000
SANDP-FUT,1,20140403,180700,1884.3000000,1884.3000000,1883.7000000,1883.7000000
SANDP-FUT,1,20140403,180800,1883.8000000,1883.9300000,1883.8000000,1883.9300000
SANDP-FUT,1,20140403,180900,1884.0000000,1884.2000000,1884.0000000,1884.2000000
SANDP-FUT,1,20140403,181000,1884.1500000,1884.1500000,1884.1000000,1884.1000000
SANDP-FUT,1,20140403,181100,1884.0000000,1884.0000000,1883.9500000,1883.9500000
SANDP-FUT,1,20140403,181200,1883.9200000,1884.1400000,1883.8700000,1884.1400000
SANDP-FUT,1,20140403,181300,1884.1700000,1884.3000000,1884.1300000,1884.1300000
SANDP-FUT,1,20140403,181400,1884.0300000,1884.0300000,1883.9000000,1884.0000000
SANDP-FUT,1,20140403,181700,1884.0300000,1884.0300000,1884.0300000,1884.0300000
SANDP-FUT,1,20140403,181800,1884.0400000,1884.1000000,1884.0400000,1884.1000000
SANDP-FUT,1,20140403,181900,1884.2000000,1884.2000000,1884.1000000,1884.1000000
SANDP-FUT,1,20140403,182000,1884.0000000,1884.0000000,1884.0000000,1884.0000000
SANDP-FUT,1,20140403,182300,1884.0000000,1884.0000000,1884.0000000,1884.0000000
SANDP-FUT,1,20140403,182500,1884.0000000,1884.0000000,1884.0000000,1884.0000000
SANDP-FUT,1,20140403,182600,1883.8300000,1883.8300000,1883.6400000,1883.6400000
SANDP-FUT,1,20140403,182700,1883.5500000,1883.5500000,1883.2000000,1883.2000000
SANDP-FUT,1,20140403,182900,1883.1000000,1883.1000000,1882.6300000,1882.6300000
SANDP-FUT,1,20140403,183000,1882.5000000,1882.5000000,1882.3500000,1882.5000000
SANDP-FUT,1,20140403,183100,1882.4000000,1882.4000000,1882.3700000,1882.3700000
SANDP-FUT,1,20140403,183200,1882.3000000,1882.3000000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,183400,1882.1500000,1882.1500000,1882.0700000,1882.0700000
SANDP-FUT,1,20140403,183500,1881.9300000,1881.9300000,1881.5000000,1881.5000000
SANDP-FUT,1,20140403,183700,1881.4000000,1881.4000000,1880.9000000,1880.9000000
SANDP-FUT,1,20140403,183800,1880.8700000,1880.9000000,1880.8000000,1880.9000000
SANDP-FUT,1,20140403,183900,1881.0000000,1881.0000000,1880.5600000,1880.5600000
SANDP-FUT,1,20140403,184000,1880.5100000,1880.5100000,1880.2000000,1880.4800000
SANDP-FUT,1,20140403,184100,1880.5500000,1881.1500000,1880.5500000,1881.1500000
SANDP-FUT,1,20140403,184200,1881.3000000,1881.3000000,1881.2000000,1881.2000000
SANDP-FUT,1,20140403,184400,1881.7000000,1881.7000000,1881.5300000,1881.5300000
SANDP-FUT,1,20140403,184500,1881.4000000,1881.4000000,1881.0700000,1881.0700000
SANDP-FUT,1,20140403,184600,1881.0000000,1881.4700000,1881.0000000,1881.4700000
SANDP-FUT,1,20140403,184700,1881.5300000,1881.7300000,1881.5300000,1881.7300000
SANDP-FUT,1,20140403,184800,1881.7500000,1881.8000000,1881.7500000,1881.8000000
SANDP-FUT,1,20140403,185400,1881.7000000,1881.7000000,1881.5300000,1881.5300000
SANDP-FUT,1,20140403,185500,1881.4500000,1881.4500000,1880.9200000,1880.9200000
SANDP-FUT,1,20140403,185600,1880.8500000,1880.8500000,1880.5000000,1880.7200000
SANDP-FUT,1,20140403,185700,1880.7800000,1881.1000000,1880.7800000,1881.1000000
SANDP-FUT,1,20140403,185800,1881.5500000,1881.7000000,1881.5500000,1881.7000000
SANDP-FUT,1,20140403,185900,1881.8300000,1882.3500000,1881.8300000,1882.3500000
SANDP-FUT,1,20140403,190000,1882.5000000,1882.5000000,1882.3300000,1882.3300000
SANDP-FUT,1,20140403,190100,1882.3800000,1882.5000000,1882.2500000,1882.5000000
SANDP-FUT,1,20140403,190300,1882.5000000,1882.5000000,1882.5000000,1882.5000000
SANDP-FUT,1,20140403,190400,1882.4000000,1882.4000000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,190700,1882.0000000,1882.1000000,1882.0000000,1882.1000000
SANDP-FUT,1,20140403,190800,1882.2000000,1882.2000000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,191000,1882.3300000,1882.4500000,1882.3300000,1882.4500000
SANDP-FUT,1,20140403,191100,1882.7000000,1882.7000000,1882.5000000,1882.6500000
SANDP-FUT,1,20140403,191200,1882.8000000,1882.8000000,1882.8000000,1882.8000000
SANDP-FUT,1,20140403,191400,1882.5500000,1882.5500000,1882.2000000,1882.2000000
SANDP-FUT,1,20140403,191500,1882.1800000,1882.1800000,1882.1000000,1882.1000000
SANDP-FUT,1,20140403,191600,1881.9000000,1881.9400000,1881.8100000,1881.8100000
SANDP-FUT,1,20140403,191700,1881.7700000,1881.7800000,1881.5000000,1881.5000000
SANDP-FUT,1,20140403,191800,1881.9000000,1882.3000000,1881.9000000,1882.3000000
SANDP-FUT,1,20140403,192000,1881.8000000,1881.8000000,1881.8000000,1881.8000000
SANDP-FUT,1,20140403,192200,1881.7000000,1881.7000000,1881.6500000,1881.6500000
SANDP-FUT,1,20140403,192300,1881.6000000,1881.6000000,1881.0000000,1881.0000000
SANDP-FUT,1,20140403,192400,1880.7000000,1880.7000000,1880.7000000,1880.7000000
SANDP-FUT,1,20140403,192500,1880.8000000,1880.8500000,1880.8000000,1880.8500000
SANDP-FUT,1,20140403,192600,1881.0000000,1881.0000000,1881.0000000,1881.0000000
SANDP-FUT,1,20140403,192700,1881.5000000,1881.5000000,1881.5000000,1881.5000000
SANDP-FUT,1,20140403,193000,1881.2500000,1881.2500000,1880.8700000,1880.8700000
SANDP-FUT,1,20140403,193100,1880.7700000,1880.7700000,1880.6600000,1880.7000000
SANDP-FUT,1,20140403,193200,1880.5500000,1880.5500000,1880.1000000,1880.1000000
SANDP-FUT,1,20140403,193300,1880.0000000,1880.0000000,1879.7500000,1879.7500000
SANDP-FUT,1,20140403,193400,1879.6700000,1880.0000000,1879.5000000,1880.0000000
SANDP-FUT,1,20140403,193500,1880.1700000,1880.5000000,1880.1700000,1880.5000000
SANDP-FUT,1,20140403,193700,1880.8000000,1880.8000000,1880.8000000,1880.8000000
SANDP-FUT,1,20140403,194000,1881.0000000,1881.0700000,1881.0000000,1881.0700000
SANDP-FUT,1,20140403,194100,1881.2000000,1881.2000000,1881.2000000,1881.2000000
SANDP-FUT,1,20140403,194300,1880.9500000,1880.9500000,1880.7000000,1880.7000000
SANDP-FUT,1,20140403,194600,1880.5000000,1880.5000000,1880.5000000,1880.5000000
SANDP-FUT,1,20140403,194800,1880.2500000,1880.2500000,1880.2500000,1880.2500000
SANDP-FUT,1,20140403,194900,1880.0000000,1880.5000000,1880.0000000,1880.4000000
SANDP-FUT,1,20140403,195000,1880.3000000,1880.3000000,1880.3000000,1880.3000000
SANDP-FUT,1,20140403,195600,1880.2000000,1880.2000000,1880.2000000,1880.2000000
SANDP-FUT,1,20140403,200000,1880.1500000,1880.1500000,1880.1000000,1880.1000000
SANDP-FUT,1,20140403,200100,1880.0700000,1880.5000000,1880.0000000,1880.5000000
SANDP-FUT,1,20140403,200200,1880.3500000,1880.3500000,1880.2000000,1880.2000000
SANDP-FUT,1,20140403,200500,1880.7500000,1880.9300000,1880.7500000,1880.9300000
SANDP-FUT,1,20140403,200600,1881.3000000,1881.3000000,1881.3000000,1881.3000000
SANDP-FUT,1,20140403,200900,1881.1000000,1881.1000000,1880.7000000,1880.7000000
SANDP-FUT,1,20140403,201000,1880.7000000,1880.7800000,1880.7000000,1880.7800000
SANDP-FUT,1,20140403,201100,1880.8000000,1881.0000000,1880.8000000,1881.0000000
SANDP-FUT,1,20140403,201300,1881.0700000,1881.2000000,1881.0700000,1881.2000000
SANDP-FUT,1,20140403,201400,1881.1000000,1881.1000000,1881.0000000,1881.0000000
SANDP-FUT,1,20140403,201600,1880.1300000,1880.1300000,1879.1700000,1879.1700000
